|dates|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedCases.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|632.0|0|12.0|0|0.0|0
0|2020-05-28|632.0|0|12.0|0|0.0|0
0|2020-05-29|632.0|0|12.0|0|0.0|0
0|2020-05-30|632.0|0|12.0|0|0.0|0
