|dates|Dallas_Missouri_UnitedStates.JHU_ConfirmedCases.data|Dallas_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Dallas_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Dallas_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Dallas_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Dallas_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
