|dates|Jasper_Iowa_UnitedStates.JHU_ConfirmedCases.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|257.0|0|16.0|0|0.0|0
0|2020-05-28|257.0|0|16.0|0|0.0|0
0|2020-05-29|257.0|0|16.0|0|0.0|0
0|2020-05-30|257.0|0|16.0|0|0.0|0
