|dates|St.Clair_Illinois_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|966.0|0|71.0|0|0.0|0
0|2020-05-25|991.0|0|72.0|0|0.0|0
0|2020-05-26|991.0|0|72.0|0|0.0|0
