|dates|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.data|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|91.0|0|5.0|0|0.0|0
0|2020-05-18|93.0|0|6.0|0|0.0|0
0|2020-05-19|93.0|0|6.0|0|0.0|0
0|2020-05-20|95.0|0|6.0|0|0.0|0
0|2020-05-21|94.0|0|6.0|0|0.0|0
0|2020-05-22|96.0|0|6.0|0|0.0|0
0|2020-05-23|96.0|0|6.0|0|0.0|0
