|dates|Keith_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Keith_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Keith_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Keith_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Keith_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Keith_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2.0|0|0.0|0|0.0|0
0|2020-05-18|2.0|0|0.0|0|0.0|0
0|2020-05-19|2.0|0|0.0|0|0.0|0
0|2020-05-20|2.0|0|0.0|0|0.0|0
0|2020-05-21|2.0|0|0.0|0|0.0|0
0|2020-05-22|2.0|0|0.0|0|0.0|0
0|2020-05-23|2.0|0|0.0|0|0.0|0
