|dates|Daviess_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Daviess_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Daviess_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Daviess_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Daviess_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Daviess_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|287.0|0|4.0|0|0.0|0
0|2020-05-18|293.0|0|4.0|0|0.0|0
0|2020-05-19|296.0|0|6.0|0|0.0|0
0|2020-05-20|296.0|0|6.0|0|0.0|0
0|2020-05-21|299.0|0|6.0|0|0.0|0
0|2020-05-22|300.0|0|6.0|0|0.0|0
0|2020-05-23|300.0|0|6.0|0|0.0|0
