|dates|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.data|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|154.0|0|16.0|0|0.0|0
0|2020-05-15|159.0|0|17.0|0|0.0|0
0|2020-05-16|159.0|0|17.0|0|0.0|0
