|dates|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|30.0|0|1.0|0|0.0|0
0|2020-05-18|30.0|0|1.0|0|0.0|0
0|2020-05-19|31.0|0|1.0|0|0.0|0
0|2020-05-20|31.0|0|1.0|0|0.0|0
0|2020-05-21|32.0|0|1.0|0|0.0|0
0|2020-05-22|32.0|0|1.0|0|0.0|0
0|2020-05-23|32.0|0|1.0|0|0.0|0
