|dates|Covington_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Covington_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Covington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Covington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Covington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Covington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|101.0|0|1.0|0|0.0|0
0|2020-05-15|104.0|0|0.0|0|0.0|0
0|2020-05-16|104.0|0|0.0|0|0.0|0
