|dates|Page_Virginia_UnitedStates.JHU_ConfirmedCases.data|Page_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Page_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Page_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Page_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Page_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|161.0|0|16.0|0|0.0|0
0|2020-05-18|161.0|0|16.0|0|0.0|0
0|2020-05-19|165.0|0|17.0|0|0.0|0
0|2020-05-20|166.0|0|17.0|0|0.0|0
0|2020-05-21|166.0|0|19.0|0|0.0|0
0|2020-05-22|172.0|0|19.0|0|0.0|0
0|2020-05-23|172.0|0|19.0|0|0.0|0
