|dates|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|200.0|0|16.0|0|0.0|0
0|2020-05-25|200.0|0|17.0|0|0.0|0
0|2020-05-26|200.0|0|17.0|0|0.0|0
