|dates|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|756.0|0|30.0|0|0.0|0
0|2020-05-28|756.0|0|30.0|0|0.0|0
0|2020-05-29|756.0|0|30.0|0|0.0|0
0|2020-05-30|756.0|0|30.0|0|0.0|0
