|dates|Richland_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Richland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|3.0|0|0.0|0
0|2020-05-18|14.0|0|3.0|0|0.0|0
0|2020-05-19|14.0|0|3.0|0|0.0|0
0|2020-05-20|14.0|0|3.0|0|0.0|0
0|2020-05-21|14.0|0|4.0|0|0.0|0
0|2020-05-22|14.0|0|4.0|0|0.0|0
0|2020-05-23|14.0|0|4.0|0|0.0|0
