|dates|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|76.0|0|2.0|0|0.0|0
0|2020-05-15|80.0|0|2.0|0|0.0|0
0|2020-05-16|80.0|0|2.0|0|0.0|0
