|dates|Johnson_Iowa_UnitedStates.JHU_ConfirmedCases.data|Johnson_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|569.0|0|7.0|0|0.0|0
0|2020-05-18|574.0|0|7.0|0|0.0|0
0|2020-05-19|574.0|0|7.0|0|0.0|0
0|2020-05-20|579.0|0|7.0|0|0.0|0
0|2020-05-21|585.0|0|7.0|0|0.0|0
0|2020-05-22|591.0|0|7.0|0|0.0|0
0|2020-05-23|591.0|0|7.0|0|0.0|0
