|dates|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalkaska_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17.0|0|2.0|0|0.0|0
0|2020-05-18|17.0|0|2.0|0|0.0|0
0|2020-05-19|17.0|0|2.0|0|0.0|0
0|2020-05-20|18.0|0|2.0|0|0.0|0
0|2020-05-21|18.0|0|2.0|0|0.0|0
0|2020-05-22|18.0|0|2.0|0|0.0|0
0|2020-05-23|18.0|0|2.0|0|0.0|0
