|dates|Muskegon_Michigan_UnitedStates.JHU_ConfirmedCases.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Muskegon_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Muskegon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|435.0|0|21.0|0|0.0|0
0|2020-05-15|452.0|0|22.0|0|0.0|0
0|2020-05-16|452.0|0|22.0|0|0.0|0
