|dates|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|669.0|0|31.0|0|0.0|0
0|2020-05-18|673.0|0|31.0|0|0.0|0
0|2020-05-19|693.0|0|34.0|0|0.0|0
0|2020-05-20|703.0|0|36.0|0|0.0|0
0|2020-05-21|709.0|0|40.0|0|0.0|0
0|2020-05-22|753.0|0|42.0|0|0.0|0
0|2020-05-23|753.0|0|42.0|0|0.0|0
