|dates|Noble_Indiana_UnitedStates.JHU_ConfirmedCases.data|Noble_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Noble_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Noble_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Noble_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Noble_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|181.0|0|20.0|0|0.0|0
0|2020-05-25|185.0|0|20.0|0|0.0|0
0|2020-05-26|185.0|0|20.0|0|0.0|0
