|dates|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|39258.0|0|1861.0|0|0.0|0
0|2020-05-28|39258.0|0|1861.0|0|0.0|0
0|2020-05-29|39258.0|0|1861.0|0|0.0|0
0|2020-05-30|39258.0|0|1861.0|0|0.0|0
