|dates|Huron_Ohio_UnitedStates.JHU_ConfirmedCases.data|Huron_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Huron_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Huron_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Huron_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Huron_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|41.0|0|1.0|0|0.0|0
0|2020-05-18|42.0|0|1.0|0|0.0|0
0|2020-05-19|43.0|0|1.0|0|0.0|0
0|2020-05-20|44.0|0|1.0|0|0.0|0
0|2020-05-21|46.0|0|1.0|0|0.0|0
0|2020-05-22|48.0|0|1.0|0|0.0|0
0|2020-05-23|48.0|0|1.0|0|0.0|0
