|dates|Shelby_Illinois_UnitedStates.JHU_ConfirmedCases.data|Shelby_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|1.0|0|0.0|0
0|2020-05-28|16.0|0|1.0|0|0.0|0
0|2020-05-29|16.0|0|1.0|0|0.0|0
0|2020-05-30|16.0|0|1.0|0|0.0|0
