|dates|Huntington_Indiana_UnitedStates.JHU_ConfirmedCases.data|Huntington_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Huntington_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Huntington_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Huntington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Huntington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|2.0|0|0.0|0
0|2020-05-28|26.0|0|2.0|0|0.0|0
0|2020-05-29|26.0|0|2.0|0|0.0|0
0|2020-05-30|26.0|0|2.0|0|0.0|0
