|dates|Tioga_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Tioga_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Tioga_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Tioga_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Tioga_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Tioga_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|1.0|0|0.0|0
0|2020-05-15|16.0|0|1.0|0|0.0|0
0|2020-05-16|16.0|0|1.0|0|0.0|0
