|dates|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|820.0|0|78.0|0|0.0|0
0|2020-05-15|830.0|0|77.0|0|0.0|0
0|2020-05-16|830.0|0|77.0|0|0.0|0
