|dates|Hall_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hall_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hall_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hall_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hall_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hall_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1392.0|0|28.0|0|0.0|0
0|2020-05-15|1409.0|0|28.0|0|0.0|0
0|2020-05-16|1409.0|0|28.0|0|0.0|0
