|dates|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1210.0|0|57.0|0|0.0|0
0|2020-05-18|1218.0|0|59.0|0|0.0|0
0|2020-05-19|1225.0|0|59.0|0|0.0|0
0|2020-05-20|1284.0|0|59.0|0|0.0|0
0|2020-05-21|1273.0|0|63.0|0|0.0|0
0|2020-05-22|1313.0|0|66.0|0|0.0|0
0|2020-05-23|1313.0|0|66.0|0|0.0|0
