|dates|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Prentiss_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|38.0|0|3.0|0|0.0|0
0|2020-05-25|39.0|0|3.0|0|0.0|0
0|2020-05-26|39.0|0|3.0|0|0.0|0
