|dates|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|4.0|0|0.0|0
0|2020-05-18|57.0|0|4.0|0|0.0|0
0|2020-05-19|57.0|0|4.0|0|0.0|0
0|2020-05-20|56.0|0|4.0|0|0.0|0
0|2020-05-21|56.0|0|4.0|0|0.0|0
0|2020-05-22|56.0|0|4.0|0|0.0|0
0|2020-05-23|56.0|0|4.0|0|0.0|0
