|dates|Warren_Ohio_UnitedStates.JHU_ConfirmedCases.data|Warren_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Warren_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|275.0|0|15.0|0|0.0|0
0|2020-05-18|283.0|0|15.0|0|0.0|0
0|2020-05-19|285.0|0|15.0|0|0.0|0
0|2020-05-20|292.0|0|15.0|0|0.0|0
0|2020-05-21|309.0|0|15.0|0|0.0|0
0|2020-05-22|310.0|0|18.0|0|0.0|0
0|2020-05-23|310.0|0|18.0|0|0.0|0
