|dates|SanJuan_Washington_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Washington_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Washington_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|0.0|0|0.0|0
0|2020-05-15|15.0|0|0.0|0|0.0|0
0|2020-05-16|15.0|0|0.0|0|0.0|0
