|dates|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
