|dates|SanPatricio_Texas_UnitedStates.JHU_ConfirmedCases.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedCases.missing|SanPatricio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|SanPatricio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|29.0|0|0.0|0|0.0|0
0|2020-05-28|29.0|0|0.0|0|0.0|0
0|2020-05-29|29.0|0|0.0|0|0.0|0
0|2020-05-30|29.0|0|0.0|0|0.0|0
