|dates|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|58.0|0|3.0|0|0.0|0
0|2020-05-25|58.0|0|3.0|0|0.0|0
0|2020-05-26|58.0|0|3.0|0|0.0|0
