|dates|Jones_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jones_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jones_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jones_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|34.0|0|0.0|0|0.0|0
0|2020-05-28|34.0|0|0.0|0|0.0|0
0|2020-05-29|34.0|0|0.0|0|0.0|0
0|2020-05-30|34.0|0|0.0|0|0.0|0
