|dates|Montgomery_Texas_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|926.0|0|26.0|0|0.0|0
0|2020-05-28|926.0|0|26.0|0|0.0|0
0|2020-05-29|926.0|0|26.0|0|0.0|0
0|2020-05-30|926.0|0|26.0|0|0.0|0
