|dates|Hardin_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hardin_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|40.0|0|0.0|0|0.0|0
0|2020-05-25|41.0|0|0.0|0|0.0|0
0|2020-05-26|41.0|0|0.0|0|0.0|0
