|dates|Madison_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Madison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|47.0|0|1.0|0|0.0|0
0|2020-05-28|47.0|0|1.0|0|0.0|0
0|2020-05-29|47.0|0|1.0|0|0.0|0
0|2020-05-30|47.0|0|1.0|0|0.0|0
