|dates|Wakulla_Florida_UnitedStates.JHU_ConfirmedCases.data|Wakulla_Florida_UnitedStates.JHU_ConfirmedCases.missing|Wakulla_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Wakulla_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Wakulla_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Wakulla_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|32.0|0|1.0|0|0.0|0
0|2020-05-25|32.0|0|1.0|0|0.0|0
0|2020-05-26|32.0|0|1.0|0|0.0|0
