|dates|Kittitas_Washington_UnitedStates.JHU_ConfirmedCases.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedCases.missing|Kittitas_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Kittitas_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|52.0|0|0.0|0|0.0|0
0|2020-05-18|57.0|0|0.0|0|0.0|0
0|2020-05-19|61.0|0|0.0|0|0.0|0
0|2020-05-20|66.0|0|0.0|0|0.0|0
0|2020-05-21|66.0|0|0.0|0|0.0|0
0|2020-05-22|66.0|0|0.0|0|0.0|0
0|2020-05-23|66.0|0|0.0|0|0.0|0
