|dates|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|0.0|0|0.0|0
0|2020-05-18|50.0|0|0.0|0|0.0|0
0|2020-05-19|50.0|0|0.0|0|0.0|0
0|2020-05-20|50.0|0|0.0|0|0.0|0
0|2020-05-21|51.0|0|0.0|0|0.0|0
0|2020-05-22|51.0|0|0.0|0|0.0|0
0|2020-05-23|51.0|0|0.0|0|0.0|0
