|dates|Leflore_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Leflore_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Leflore_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Leflore_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Leflore_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Leflore_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|200.0|0|22.0|0|0.0|0
0|2020-05-18|200.0|0|22.0|0|0.0|0
0|2020-05-19|202.0|0|22.0|0|0.0|0
0|2020-05-20|205.0|0|23.0|0|0.0|0
0|2020-05-21|206.0|0|24.0|0|0.0|0
0|2020-05-22|211.0|0|25.0|0|0.0|0
0|2020-05-23|211.0|0|25.0|0|0.0|0
