|dates|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|145.0|0|2.0|0|0.0|0
0|2020-05-25|146.0|0|2.0|0|0.0|0
0|2020-05-26|146.0|0|2.0|0|0.0|0
