|dates|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1364.0|0|55.0|0|0.0|0
0|2020-05-28|1364.0|0|55.0|0|0.0|0
0|2020-05-29|1364.0|0|55.0|0|0.0|0
0|2020-05-30|1364.0|0|55.0|0|0.0|0
