|dates|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|149.0|0|12.0|0|0.0|0
0|2020-05-28|149.0|0|12.0|0|0.0|0
0|2020-05-29|149.0|0|12.0|0|0.0|0
0|2020-05-30|149.0|0|12.0|0|0.0|0
