|dates|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|429.0|0|18.0|0|0.0|0
0|2020-05-18|433.0|0|18.0|0|0.0|0
0|2020-05-19|433.0|0|18.0|0|0.0|0
0|2020-05-20|438.0|0|18.0|0|0.0|0
0|2020-05-21|442.0|0|18.0|0|0.0|0
0|2020-05-22|455.0|0|19.0|0|0.0|0
0|2020-05-23|455.0|0|19.0|0|0.0|0
