|dates|Dubuque_Iowa_UnitedStates.JHU_ConfirmedCases.data|Dubuque_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Dubuque_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Dubuque_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Dubuque_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Dubuque_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|330.0|0|16.0|0|0.0|0
0|2020-05-28|330.0|0|16.0|0|0.0|0
0|2020-05-29|330.0|0|16.0|0|0.0|0
0|2020-05-30|330.0|0|16.0|0|0.0|0
