|dates|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|640.0|0|39.0|0|0.0|0
0|2020-05-18|649.0|0|39.0|0|0.0|0
0|2020-05-19|654.0|0|42.0|0|0.0|0
0|2020-05-20|659.0|0|43.0|0|0.0|0
0|2020-05-21|663.0|0|43.0|0|0.0|0
0|2020-05-22|669.0|0|43.0|0|0.0|0
0|2020-05-23|669.0|0|43.0|0|0.0|0
