|dates|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.data|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.missing|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3666.0|0|70.0|0|0.0|0
0|2020-05-18|3759.0|0|70.0|0|0.0|0
0|2020-05-19|3934.0|0|73.0|0|0.0|0
0|2020-05-20|4054.0|0|79.0|0|0.0|0
0|2020-05-21|4183.0|0|79.0|0|0.0|0
0|2020-05-22|4315.0|0|80.0|0|0.0|0
0|2020-05-23|4315.0|0|80.0|0|0.0|0
