|dates|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|998.0|0|22.0|0|0.0|0
0|2020-05-25|1001.0|0|22.0|0|0.0|0
0|2020-05-26|1001.0|0|22.0|0|0.0|0
