|dates|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1242.0|0|88.0|0|0.0|0
0|2020-05-18|1245.0|0|89.0|0|0.0|0
0|2020-05-19|1251.0|0|89.0|0|0.0|0
0|2020-05-20|1261.0|0|90.0|0|0.0|0
0|2020-05-21|1265.0|0|95.0|0|0.0|0
0|2020-05-22|1275.0|0|96.0|0|0.0|0
0|2020-05-23|1275.0|0|96.0|0|0.0|0
