|dates|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|161.0|0|15.0|0|0.0|0
0|2020-05-28|161.0|0|15.0|0|0.0|0
0|2020-05-29|161.0|0|15.0|0|0.0|0
0|2020-05-30|161.0|0|15.0|0|0.0|0
