|dates|Floyd_Iowa_UnitedStates.JHU_ConfirmedCases.data|Floyd_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|11.0|0|1.0|0|0.0|0
0|2020-05-18|11.0|0|1.0|0|0.0|0
0|2020-05-19|11.0|0|1.0|0|0.0|0
0|2020-05-20|11.0|0|1.0|0|0.0|0
0|2020-05-21|15.0|0|1.0|0|0.0|0
0|2020-05-22|15.0|0|1.0|0|0.0|0
0|2020-05-23|15.0|0|1.0|0|0.0|0
