|dates|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5872.0|0|620.0|0|0.0|0
0|2020-05-18|6012.0|0|566.0|0|0.0|0
0|2020-05-19|6063.0|0|575.0|0|0.0|0
0|2020-05-20|6154.0|0|596.0|0|0.0|0
0|2020-05-21|6268.0|0|607.0|0|0.0|0
0|2020-05-22|6366.0|0|619.0|0|0.0|0
0|2020-05-23|6366.0|0|619.0|0|0.0|0
