|dates|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1448.0|0|32.0|0|0.0|0
0|2020-05-25|1471.0|0|33.0|0|0.0|0
0|2020-05-26|1471.0|0|33.0|0|0.0|0
