|dates|Broward_Florida_UnitedStates.JHU_ConfirmedCases.data|Broward_Florida_UnitedStates.JHU_ConfirmedCases.missing|Broward_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Broward_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Broward_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Broward_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6697.0|0|292.0|0|0.0|0
0|2020-05-25|6760.0|0|298.0|0|0.0|0
0|2020-05-26|6760.0|0|298.0|0|0.0|0
