|dates|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|275.0|0|18.0|0|0.0|0
0|2020-05-15|278.0|0|19.0|0|0.0|0
0|2020-05-16|278.0|0|19.0|0|0.0|0
