|dates|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.data|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|280.0|0|45.0|0|0.0|0
0|2020-05-28|280.0|0|45.0|0|0.0|0
0|2020-05-29|280.0|0|45.0|0|0.0|0
0|2020-05-30|280.0|0|45.0|0|0.0|0
