|dates|Henderson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Henderson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Henderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|87.0|0|3.0|0|0.0|0
0|2020-05-18|91.0|0|3.0|0|0.0|0
0|2020-05-19|91.0|0|3.0|0|0.0|0
0|2020-05-20|91.0|0|3.0|0|0.0|0
0|2020-05-21|93.0|0|3.0|0|0.0|0
0|2020-05-22|93.0|0|3.0|0|0.0|0
0|2020-05-23|93.0|0|3.0|0|0.0|0
