|dates|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|555.0|0|7.0|0|0.0|0
0|2020-05-15|616.0|0|7.0|0|0.0|0
0|2020-05-16|616.0|0|7.0|0|0.0|0
