|dates|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|2.0|0|0.0|0
0|2020-05-28|56.0|0|2.0|0|0.0|0
0|2020-05-29|56.0|0|2.0|0|0.0|0
0|2020-05-30|56.0|0|2.0|0|0.0|0
