|dates|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|61.0|0|0.0|0|0.0|0
0|2020-05-28|61.0|0|0.0|0|0.0|0
0|2020-05-29|61.0|0|0.0|0|0.0|0
0|2020-05-30|61.0|0|0.0|0|0.0|0
