|dates|JoDaviess_Illinois_UnitedStates.JHU_ConfirmedCases.data|JoDaviess_Illinois_UnitedStates.JHU_ConfirmedCases.missing|JoDaviess_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|JoDaviess_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|JoDaviess_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|JoDaviess_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|0.0|0|0.0|0
0|2020-05-25|27.0|0|0.0|0|0.0|0
0|2020-05-26|27.0|0|0.0|0|0.0|0
